Código IDA,Nombre de instalación,Provincia,Municipio,Nombre vía,Código postal,Espacio deportivo (texto libre)
93,COMPLEJO POLIDEPORTIVO MUNICIPAL,Sevilla,Cazalla de la Sierra,PASEO DEL MORO,41370,PISTA DE PETANCA
93,COMPLEJO POLIDEPORTIVO MUNICIPAL,Sevilla,Cazalla de la Sierra,PASEO DEL MORO,41370,PISTA DE TENIS
93,COMPLEJO POLIDEPORTIVO MUNICIPAL,Sevilla,Cazalla de la Sierra,PASEO DEL MORO,41370,PISTA POLIDEPORTIVA 1
93,COMPLEJO POLIDEPORTIVO MUNICIPAL,Sevilla,Cazalla de la Sierra,PASEO DEL MORO,41370,PISTA POLIDEPORTIVA 2
94,ESTADIO MUNICIPAL DE MORO,Sevilla,Cazalla de la Sierra,PASEO DEL MORO,41370,CAMPO DE FÚTBOL
95,HOTEL POSADA DEL MORO,Sevilla,Cazalla de la Sierra,PASEO DEL MOZO,41370,PISCINA
96,C.E.I.P. VIRGEN DEL MONTE,Sevilla,Cazalla de la Sierra,PASEO DEL MORO,41370,PISTA POLIDEPORTIVA
96,C.E.I.P. VIRGEN DEL MONTE,Sevilla,Cazalla de la Sierra,PASEO DEL MORO,41370,SUM
97,RESIDENCIA ESCOLAR EL CASTILLO,Sevilla,Cazalla de la Sierra,SAN LUIS GONZAGA,41370,CAMPO DE FÚTBOL SALA
98,SENDERO LAS LADERAS,Sevilla,Cazalla de la Sierra,DESDE PLAZA DEL CHORRILLO,41370,SENDERO LAS LADERAS
99,C.D.P. SANTA CLARA,Sevilla,Cazalla de la Sierra,ANDALUCIA,41370,CAMPO DE FÚTBOL SALA
99,C.D.P. SANTA CLARA,Sevilla,Cazalla de la Sierra,ANDALUCIA,41370,GIMNASIO
99,C.D.P. SANTA CLARA,Sevilla,Cazalla de la Sierra,ANDALUCIA,41370,PISTA DE MINIBASKET
100,I.E.S. EL CARMEN,Sevilla,Cazalla de la Sierra,SANTA CLARA,41370,PISTA CUBIERTA
100,I.E.S. EL CARMEN,Sevilla,Cazalla de la Sierra,SANTA CLARA,41370,PISTA POLIDEPORTIVA
101,VILLAS TURISTICAS DE CAZALLA,Sevilla,Cazalla de la Sierra,CARRETERA CAZALLA - CONSTANTINA,41370,PISCINA
101,VILLAS TURISTICAS DE CAZALLA,Sevilla,Cazalla de la Sierra,CARRETERA CAZALLA - CONSTANTINA,41370,PISTA DE PETANCA
101,VILLAS TURISTICAS DE CAZALLA,Sevilla,Cazalla de la Sierra,CARRETERA CAZALLA - CONSTANTINA,41370,PISTA DE TENIS
102,HOSPEDERIA LA CARTUJA,Sevilla,Cazalla de la Sierra,CARRETERA CAZALLA - CONSTANTINA,41370,PISCINA
102,HOSPEDERIA LA CARTUJA,Sevilla,Cazalla de la Sierra,CARRETERA CAZALLA - CONSTANTINA,41370,PISCINA 2
103,URBANIZACION MAIRENA II,Sevilla,Mairena del Aljarafe,VERDE MENTA,41927,PISTA DE TENIS
103,URBANIZACION MAIRENA II,Sevilla,Mairena del Aljarafe,VERDE MENTA,41927,PISTA POLIDEPORTIVA
103,URBANIZACION MAIRENA II,Sevilla,Mairena del Aljarafe,VERDE MENTA,41927,VASO PISCINA 1
103,URBANIZACION MAIRENA II,Sevilla,Mairena del Aljarafe,VERDE MENTA,41927,VASO PISCINA 2
105,C.D.P. LAS MARISMAS,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN A PALOMARES,41927,GIMNASIO
105,C.D.P. LAS MARISMAS,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN A PALOMARES,41927,PISTA DE MINIBASKET
105,C.D.P. LAS MARISMAS,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN A PALOMARES,41927,PISTA POLIDEPORTIVA
106,C.D.P. SANTA Mª DEL VALLE,Sevilla,Mairena del Aljarafe,MAGDALENA SOFÍA DE BARRAT,41927,CAMPO DE FUTBOL
106,C.D.P. SANTA Mª DEL VALLE,Sevilla,Mairena del Aljarafe,MAGDALENA SOFÍA DE BARRAT,41927,GIMNASIO
106,C.D.P. SANTA Mª DEL VALLE,Sevilla,Mairena del Aljarafe,MAGDALENA SOFÍA DE BARRAT,41927,PISTA DE BALONCESTO
106,C.D.P. SANTA Mª DEL VALLE,Sevilla,Mairena del Aljarafe,MAGDALENA SOFÍA DE BARRAT,41927,PISTA DE FUTBOL SALA 1
106,C.D.P. SANTA Mª DEL VALLE,Sevilla,Mairena del Aljarafe,MAGDALENA SOFÍA DE BARRAT,41927,PISTA DE FUTBOL SALA 2
106,C.D.P. SANTA Mª DEL VALLE,Sevilla,Mairena del Aljarafe,MAGDALENA SOFÍA DE BARRAT,41927,PISTA DE MINIBASKET
106,C.D.P. SANTA Mª DEL VALLE,Sevilla,Mairena del Aljarafe,MAGDALENA SOFÍA DE BARRAT,41927,PISTA POLIDEPORTIVA
107,C.D.P. ALJARAFE,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN - PALOMARES,41927,CAMPO DE FUTBOL
107,C.D.P. ALJARAFE,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN - PALOMARES,41927,CAMPO DE FUTBOL 7
107,C.D.P. ALJARAFE,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN - PALOMARES,41927,GIMNASIO
107,C.D.P. ALJARAFE,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN - PALOMARES,41927,PISTA DE BALONCESTO
107,C.D.P. ALJARAFE,Sevilla,Mairena del Aljarafe,CARRETERA SAN JUAN - PALOMARES,41927,SALA ESPECIALIZADA
108,C.D. IMCA SPORT,Sevilla,Mairena del Aljarafe,URB. CIUDAD ALJARAFE CTO.21,41927,SALA TAEKWONDO
109,CENTRO DE YOGA NAMASTE,Sevilla,Mairena del Aljarafe,CIUDAD ALJARAFE (COMNJUNTO 24),41927,SALA DE YOGA
110,HOTEL EUROSUITES SEVILLA,Sevilla,Mairena del Aljarafe,CIAURRIZ (SIMÓN VERDE),41927,PISCINA
111,URB. DON SIMON (FASE 1ª),Sevilla,Mairena del Aljarafe,ALHAMBRA,41927,PISCINA
112,URB. DON SIMON 2º Y 3º FASE,Sevilla,Mairena del Aljarafe,PLAZA GIRALDA,41927,PISCINA
113,CAMPO DE FUTBOL DE LA RONDA DE LA FERIA,Sevilla,Mairena del Aljarafe,RONDA DE LA FERIA,41927,CAMPO DE FÚTBOL
114,PISTA DE PATINAJE (SKATE PARK),Sevilla,Mairena del Aljarafe,AVDA. DE LAS AMÉRICAS,41927,PISTA DE PATINAJE
115,GIMNASIO AL-ANDALUS,Sevilla,Mairena del Aljarafe,JUAN DE AUSTRIA,41927,SALA AEROBIC
115,GIMNASIO AL-ANDALUS,Sevilla,Mairena del Aljarafe,JUAN DE AUSTRIA,41927,SALA MUSCULACION
116,ESCUELA INTERNACIONAL DE KING-FU CHIANG-LEE,Sevilla,Mairena del Aljarafe,BDA. ALERO DE SEVILLA,41927,TATAMI GRANDE
117,CTO. VIRGEN DEL ROCIO,Sevilla,Mairena del Aljarafe,CIAURRIZ (POLIDEPORTIVO),41927,PISTA DE FUTBOL SALA
117,CTO. VIRGEN DEL ROCIO,Sevilla,Mairena del Aljarafe,CIAURRIZ (POLIDEPORTIVO),41927,PISTA DE TENIS
117,CTO. VIRGEN DEL ROCIO,Sevilla,Mairena del Aljarafe,CIAURRIZ (POLIDEPORTIVO),41927,VASO CHAPOTEO
117,CTO. VIRGEN DEL ROCIO,Sevilla,Mairena del Aljarafe,CIAURRIZ (POLIDEPORTIVO),41927,VASO RECREATIVO
118,URBANIZACION EL PINAR DE SIMON VERDE,Sevilla,Mairena del Aljarafe,AVDA. DE LOS PINOS,41927,PISCINA 1
118,URBANIZACION EL PINAR DE SIMON VERDE,Sevilla,Mairena del Aljarafe,AVDA. DE LOS PINOS,41927,PISCINA 2
119,PISCINA LA PRUSIANA,Sevilla,Mairena del Aljarafe,BARRIADA LA PRUSIANA,41927,PISCINA 1
119,PISCINA LA PRUSIANA,Sevilla,Mairena del Aljarafe,BARRIADA LA PRUSIANA,41927,PISCINA 2
120,URBANIZACION MAIRENA 2000,Sevilla,Mairena del Aljarafe,OLIMPO,41927,PISCINA
121,URBANIZACION ALJARASOL,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISCINA 1
121,URBANIZACION ALJARASOL,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISCINA 2
122,CAMPO DE FUTBOL MUNICIPAL,Sevilla,Mairena del Aljarafe,AVDA. CONSTITUCIÓN,41927,CAMPO DE FUTBOL
122,CAMPO DE FUTBOL MUNICIPAL,Sevilla,Mairena del Aljarafe,AVDA. CONSTITUCIÓN,41927,CAMPO DE FUTBOL 7
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,GIMNASIO
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA CUBIERTA
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA DE TENIS DE MESA 1
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA DE TENIS DE MESA 2
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA DE TENIS 1
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA DE TENIS 2
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA DE TENIS 3
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA DE TENIS 4
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA DE TENIS 5
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA POLIDEPORTIVA 1
123,PABELLON MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISTA POLIDEPORTIVA 2
124,PISCINA MUNICIPAL DE MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISCINA 1
124,PISCINA MUNICIPAL DE MAIRENA DEL ALJARAFE,Sevilla,Mairena del Aljarafe,AVDA. DE LA CONSTITUCIÓN,41927,PISCINA 2
125,CENTRO ALAMO,Sevilla,Mairena del Aljarafe,MANAGUA,41927,PISCINA 1
125,CENTRO ALAMO,Sevilla,Mairena del Aljarafe,MANAGUA,41927,PISCINA 2
126,CONJUNTO ALAZOR,Sevilla,Mairena del Aljarafe,AVDA. MAGDALENA SOFÍA DE BARAT,41927,PISCINA 1
126,CONJUNTO ALAZOR,Sevilla,Mairena del Aljarafe,AVDA. MAGDALENA SOFÍA DE BARAT,41927,PISCINA 2
127,CARRIL BICI,Sevilla,Mairena del Aljarafe,AVDA. MAGDALENA SOFIA DE BARRAN,41927,CARRIL BICI
128,URB. ALBOAIRE,Sevilla,Mairena del Aljarafe,CICLON,41927,VASO PISCINA 1
128,URB. ALBOAIRE,Sevilla,Mairena del Aljarafe,CICLON,41927,VASO PISCINA 2
129,URBANIZACION LOS OLIVOS,Sevilla,Mairena del Aljarafe,URBANIZACIÓN LOS OLIVOS,41927,PISCINA 1
129,URBANIZACION LOS OLIVOS,Sevilla,Mairena del Aljarafe,URBANIZACIÓN LOS OLIVOS,41927,PISCINA 2
130,URBANIZACION CAVALERI FASE 2ª,Sevilla,Mairena del Aljarafe,ÍTACA,41927,PISCINA 1
130,URBANIZACION CAVALERI FASE 2ª,Sevilla,Mairena del Aljarafe,ÍTACA,41927,PISCINA 2
131,URB. CAVALERI FASE 1º,Sevilla,Mairena del Aljarafe,HACA,41927,VASO CHAPOTEO
131,URB. CAVALERI FASE 1º,Sevilla,Mairena del Aljarafe,HACA,41927,VASO RECREATIVO
132,URB. CAVALERI FASE 6º,Sevilla,Mairena del Aljarafe,HACA,41927,PISCINA DE CHAPOTEO
132,URB. CAVALERI FASE 6º,Sevilla,Mairena del Aljarafe,HACA,41927,PISCINA RECREATIVA
133,URB. CAVALERI FASE 5º,Sevilla,Mairena del Aljarafe,TROYA,41927,VASO CHAPOTEO
133,URB. CAVALERI FASE 5º,Sevilla,Mairena del Aljarafe,TROYA,41927,VASO RECREATIVO
134,CAMPO DE FUTBOL DE LA TOJA,Sevilla,Mairena del Aljarafe,URB. LA TOJA,41927,CAMPO DE FÚTBOL
135,URB. LA TOJA,Sevilla,Mairena del Aljarafe,VERDE OLIVO,41927,PISTA DE TENIS
135,URB. LA TOJA,Sevilla,Mairena del Aljarafe,VERDE OLIVO,41927,PISTA POLIDEPORTIVA
135,URB. LA TOJA,Sevilla,Mairena del Aljarafe,VERDE OLIVO,41927,VASO RECREATIVO
136,CLUB SOCIAL URBANIZACION VILLA EUROPA,Sevilla,Espartinas,LONDRES,41807,PISCINA 1
136,CLUB SOCIAL URBANIZACION VILLA EUROPA,Sevilla,Espartinas,LONDRES,41807,PISCINA 2
136,CLUB SOCIAL URBANIZACION VILLA EUROPA,Sevilla,Espartinas,LONDRES,41807,PISTA DE BALONCESTO
136,CLUB SOCIAL URBANIZACION VILLA EUROPA,Sevilla,Espartinas,LONDRES,41807,PISTA DE FUTBOL SALA
136,CLUB SOCIAL URBANIZACION VILLA EUROPA,Sevilla,Espartinas,LONDRES,41807,PISTA DE TENIS
137,CENTRO HIPICO RIO PUDIO,Sevilla,Espartinas,VEREDA DE LA CARNE,41807,PISTA DE DOMA 1
137,CENTRO HIPICO RIO PUDIO,Sevilla,Espartinas,VEREDA DE LA CARNE,41807,PISTA DE DOMA 2
138,CLUB SOCIAL URBANIZACION EL RETIRO,Sevilla,Espartinas,DE LAS CAMELIAS,41807,PISCINA
138,CLUB SOCIAL URBANIZACION EL RETIRO,Sevilla,Espartinas,DE LAS CAMELIAS,41807,PISTA DE BALONCESTO
138,CLUB SOCIAL URBANIZACION EL RETIRO,Sevilla,Espartinas,DE LAS CAMELIAS,41807,PISTA DE FUTBOL SALA
138,CLUB SOCIAL URBANIZACION EL RETIRO,Sevilla,Espartinas,DE LAS CAMELIAS,41807,PISTA DE TENIS
139,URBANIZACION VILLAS DE TABLANTES,Sevilla,Espartinas,GOYA,41807,PISCINA 1
139,URBANIZACION VILLAS DE TABLANTES,Sevilla,Espartinas,GOYA,41807,PISCINA 2
139,URBANIZACION VILLAS DE TABLANTES,Sevilla,Espartinas,GOYA,41807,PISTA DE TENIS
140,CLUB URBANIZACION PUERTA DE HIERRO,Sevilla,Espartinas,PUERTA DE HIERRO,41807,FUTBOL SALA
140,CLUB URBANIZACION PUERTA DE HIERRO,Sevilla,Espartinas,PUERTA DE HIERRO,41807,PISTA DE BALONCESTO
140,CLUB URBANIZACION PUERTA DE HIERRO,Sevilla,Espartinas,PUERTA DE HIERRO,41807,PISTA DE TENIS
141,URBANIZACION JARDIN 2,Sevilla,Espartinas,EL JARDIN II,41807,PISTA POLIDEPORTIVA
143,CARRIL BICI,Sevilla,Espartinas,VILLA DE TABIANTES - EL REAL DE ESPARTINAS,41807,CARRIL BICI
144,CARRIL BICI,Sevilla,Espartinas,A-8076,41807,CARRIL BICI
145,CLUB DE TENIS TILDE DEPORTES,Sevilla,Espartinas,JUAN CARLOS II (C.C. EL ESPARTAL),41807,PISTA DE PADEL 1
145,CLUB DE TENIS TILDE DEPORTES,Sevilla,Espartinas,JUAN CARLOS II (C.C. EL ESPARTAL),41807,PISTA DE PADEL 2
145,CLUB DE TENIS TILDE DEPORTES,Sevilla,Espartinas,JUAN CARLOS II (C.C. EL ESPARTAL),41807,PISTA DE TENIS 1
145,CLUB DE TENIS TILDE DEPORTES,Sevilla,Espartinas,JUAN CARLOS II (C.C. EL ESPARTAL),41807,PISTA DE TENIS 2
145,CLUB DE TENIS TILDE DEPORTES,Sevilla,Espartinas,JUAN CARLOS II (C.C. EL ESPARTAL),41807,PISTA DE TENIS 3
146,PISCINA MUNICIPAL,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISCINA 1
146,PISCINA MUNICIPAL,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISCINA 2
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE BALONCESTO
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE HOCKEY
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE PADEL 1
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE PADEL 2
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE PADEL 3
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE PADEL 4
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE TENIS
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA DE VOLEIBOL
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA POLIDEPORTIVA 1
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA POLIDEPORTIVA 2
147,POLIDEPORTIVO MUNICIPAL JUAN ANTONIO RUIZ ESPARTACO,Sevilla,Espartinas,FRANCISCO INFANTE DE COS,41807,PISTA POLIDEPORTIVA 3
148,ESTADIO MUNICIPAL TABLANTES,Sevilla,Espartinas,JERÓNIMO LEAL NAVARRO,41807,CAMPO DE FUTBOL MUNICIPAL
149,PISCINA CUBIERTA Y GIMNASIO MUNICIPAL,Sevilla,Espartinas,REY DE ESPAÑA (C.C. EL ESPARTAL),41807,PISCINA 1
149,PISCINA CUBIERTA Y GIMNASIO MUNICIPAL,Sevilla,Espartinas,REY DE ESPAÑA (C.C. EL ESPARTAL),41807,PISCINA 2
149,PISCINA CUBIERTA Y GIMNASIO MUNICIPAL,Sevilla,Espartinas,REY DE ESPAÑA (C.C. EL ESPARTAL),41807,SALA DE FITNESS
149,PISCINA CUBIERTA Y GIMNASIO MUNICIPAL,Sevilla,Espartinas,REY DE ESPAÑA (C.C. EL ESPARTAL),41807,SALA MULTIUSOS
150,CLUB DE LA URBANIZACION EL REAL DE ESPARTINAS,Sevilla,Espartinas,AVDA. DOÑANA (URBANIZACIÓN EL REAL DE ESPARTINAS),41807,PISCINA 1
150,CLUB DE LA URBANIZACION EL REAL DE ESPARTINAS,Sevilla,Espartinas,AVDA. DOÑANA (URBANIZACIÓN EL REAL DE ESPARTINAS),41807,PISCINA 2
150,CLUB DE LA URBANIZACION EL REAL DE ESPARTINAS,Sevilla,Espartinas,AVDA. DOÑANA (URBANIZACIÓN EL REAL DE ESPARTINAS),41807,PISTA DE PADEL 1
150,CLUB DE LA URBANIZACION EL REAL DE ESPARTINAS,Sevilla,Espartinas,AVDA. DOÑANA (URBANIZACIÓN EL REAL DE ESPARTINAS),41807,PISTA DE PADEL 2
151,CAMPO DE FUTBOL DE LA URBANIZACION EL MONASTERIO,Sevilla,Espartinas,CARRETERA SEVILLA - HUELVA,41807,CAMPO DE FÚTBOL SALA
152,C.E.I.P. FERNAN CABALLERO,Sevilla,Dos Hermanas,CERRO BLANCO,41700,PISTA DE ALBERO
152,C.E.I.P. FERNAN CABALLERO,Sevilla,Dos Hermanas,CERRO BLANCO,41700,PISTA DE MINIBASKET
152,C.E.I.P. FERNAN CABALLERO,Sevilla,Dos Hermanas,CERRO BLANCO,41700,PISTA POLIDEPORTIVA 1
152,C.E.I.P. FERNAN CABALLERO,Sevilla,Dos Hermanas,CERRO BLANCO,41700,PISTA POLIDEPORTIVA 2
153,C.E.I.P. IBARBURU,Sevilla,Dos Hermanas,CORNICABRA,41700,PISTA ALBERO VOLEIBOL
153,C.E.I.P. IBARBURU,Sevilla,Dos Hermanas,CORNICABRA,41700,PISTA DE ALBERO
153,C.E.I.P. IBARBURU,Sevilla,Dos Hermanas,CORNICABRA,41700,PISTA DE BALONCESTO
153,C.E.I.P. IBARBURU,Sevilla,Dos Hermanas,CORNICABRA,41700,PISTA POLIDEPORTIVA
155,CUARTEL DE LA GUARDIA CIVIL,Sevilla,Dos Hermanas,LOS PUNTUALES Y MONTECIRIO,41700,PISTA POLIDEPORTIVA
156,C.E.I.P. LOS MONTECILLOS,Sevilla,Dos Hermanas,LAS BOTIJAS,41700,PISTA POLIDEPORTIVA 1
156,C.E.I.P. LOS MONTECILLOS,Sevilla,Dos Hermanas,LAS BOTIJAS,41700,PISTA POLIDEPORTIVA 2
156,C.E.I.P. LOS MONTECILLOS,Sevilla,Dos Hermanas,LAS BOTIJAS,41700,SAL POLIVALENTE
157,"PISTA POLIDEPORTIVA BDA. LOS MONTECILLOS",Sevilla,Dos Hermanas,ADAINES,41700,PISTA POLIDEPORTIVA
158,GIMNASIO FISIO SPORT,Sevilla,Dos Hermanas,AVDA. ANDALUCIA,41700,SALA
158,GIMNASIO FISIO SPORT,Sevilla,Dos Hermanas,AVDA. ANDALUCIA,41700,SALA AEROBIC
158,GIMNASIO FISIO SPORT,Sevilla,Dos Hermanas,AVDA. ANDALUCIA,41700,SALA CARDIOVASCULAR
158,GIMNASIO FISIO SPORT,Sevilla,Dos Hermanas,AVDA. ANDALUCIA,41700,SALA MUSCULACION
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PABELLON MUNICIPAL
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PISCINA
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PISCINA CHAPOTEO
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PISCINA RECREATIVA 1
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PISCINA RECREATIVA 2
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PISTA DE BALONCESTO
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PISTA DE FUTBOL SALA
159,POLIDEPORTIVO MUNICIPAL,Sevilla,Coronil (El),POETA MIGUEL BENÍTEZ CASTRO,41760,PISTA POLIDEPORTIVA 1
160,CENTRO DEPORTIVO - SOCIAL URBANIZACION LA HACIENDA,Sevilla,Dos Hermanas,GRAZALEMA,41700,CAMPO DE FÚTBOL - 7
160,CENTRO DEPORTIVO - SOCIAL URBANIZACION LA HACIENDA,Sevilla,Dos Hermanas,GRAZALEMA,41700,PISCINA
160,CENTRO DEPORTIVO - SOCIAL URBANIZACION LA HACIENDA,Sevilla,Dos Hermanas,GRAZALEMA,41700,PISTA DE TENIS 1
160,CENTRO DEPORTIVO - SOCIAL URBANIZACION LA HACIENDA,Sevilla,Dos Hermanas,GRAZALEMA,41700,PISTA DE TENIS 2
161,PISTA DE ALBERO DE ADRIANO,Sevilla,Dos Hermanas,PLAZA DE LA IGLESIA,41900,CAMPO DE FÚTBOL SALA
162,C.E.I.P. LOS GIRASOLES,Sevilla,Dos Hermanas,PLAZA DE LA IGLESIA,41700,PISTA POLIDEPORTIVA
163,URBANIZACION PARQUE GIRALDA,Sevilla,Dos Hermanas,URBANIZACIÓN PARQUE GIRALDA,41700,PISCINA
163,URBANIZACION PARQUE GIRALDA,Sevilla,Dos Hermanas,URBANIZACIÓN PARQUE GIRALDA,41700,PISTA DE BALONCESTO
163,URBANIZACION PARQUE GIRALDA,Sevilla,Dos Hermanas,URBANIZACIÓN PARQUE GIRALDA,41700,PISTA DE FÚTBOL SALA
163,URBANIZACION PARQUE GIRALDA,Sevilla,Dos Hermanas,URBANIZACIÓN PARQUE GIRALDA,41700,PISTA DE TENIS
164,C.D.P. SAGRADA FAMILIA,Sevilla,Dos Hermanas,REAL UTRERA,41700,PABELLÓN
164,C.D.P. SAGRADA FAMILIA,Sevilla,Dos Hermanas,REAL UTRERA,41700,PISTA POLIDEPORTIVA
165,CLUB SOCIAL ALQUERIA DE ALMANZOR,Sevilla,Espartinas,CARRETERA NUEVA SEVILLA - HUELVA,41807,CAMPO DE FÚTBOL SALA
165,CLUB SOCIAL ALQUERIA DE ALMANZOR,Sevilla,Espartinas,CARRETERA NUEVA SEVILLA - HUELVA,41807,PISCINA 1
165,CLUB SOCIAL ALQUERIA DE ALMANZOR,Sevilla,Espartinas,CARRETERA NUEVA SEVILLA - HUELVA,41807,PISCINA 2
165,CLUB SOCIAL ALQUERIA DE ALMANZOR,Sevilla,Espartinas,CARRETERA NUEVA SEVILLA - HUELVA,41807,PISTA DE TENIS
166,CLUB VILLAS DE MONTESILLOS,Sevilla,Espartinas,RAMÓN Y CAJAL,41807,PISCINA 1
166,CLUB VILLAS DE MONTESILLOS,Sevilla,Espartinas,RAMÓN Y CAJAL,41807,PISCINA 2
166,CLUB VILLAS DE MONTESILLOS,Sevilla,Espartinas,RAMÓN Y CAJAL,41807,PISTA DE FÚTBOL SALA
166,CLUB VILLAS DE MONTESILLOS,Sevilla,Espartinas,RAMÓN Y CAJAL,41807,PISTA DE TENIS
167,GIMNASIO BODY MASTER,Sevilla,Dos Hermanas,AVDA. CRISTÓBAL COLÓN,41700,SALA MULTIUSOS
167,GIMNASIO BODY MASTER,Sevilla,Dos Hermanas,AVDA. CRISTÓBAL COLÓN,41700,SALA MUSCULACIÓN
169,PISTA DEPORTIVA DE LA URB. JARDIN DE LOS NARANJOS,Sevilla,Dos Hermanas,PLAZA DE ESPAÑA,41700,PISTA POLIDEPORTIVA
171,CAMPO DE FUTBOL LAS GANCHOZAS,Sevilla,Dos Hermanas,BDA. LA GANCHOZAS,41700,CAMPO DE FUTBOL
172,ASOCIACION COMUNITARIA DE VECINOS DE LA BARRIADA F,Sevilla,Dos Hermanas,SEGURIDAD,41700,PISCINA- VASO GRANDE
172,ASOCIACION COMUNITARIA DE VECINOS DE LA BARRIADA F,Sevilla,Dos Hermanas,SEGURIDAD,41700,PISTA FUTBOL SALA
173,ASOCIACION NAZARENA PARA AL INTEGRACION DE LAS PER,Sevilla,Dos Hermanas,PLAZA JUAN ANTONIO PEREZ MUÑOZ,41700,PISTA MINIBASKET
